expense_id,trip_id,asset_id,expense_date,expense_category,expense_type,description,amount_usd,country,city,payment_method,vendor_name,receipt_number,reimbursement_status,approved_by
EXP-00853,TRP-0561,AST-011,2024-08-16,Tolls,Operational,Highway toll charges,15.57,Kenya,Nakuru,Cash,Highway Authority,TOLL-7279,Approved,Finance Manager
EXP-00854,TRP-0562,AST-094,2024-07-17,Fuel,Operational,Diesel fuel for Dar es Salaam-Mbeya trip,67.78,Tanzania,Dar es Salaam,Company Card,Puma Energy Tanzania,RCT-16680,Approved,Finance Manager
EXP-00855,TRP-0563,AST-084,2024-02-14,Fuel,Operational,Diesel fuel for Arusha-Mbeya trip,180.38,Tanzania,Arusha,Cash,Total Tanzania,RCT-35877,Approved,Finance Manager
EXP-00856,TRP-0564,AST-046,2024-09-06,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,77.46,Kenya,Nairobi,Cash,Total Kenya,RCT-16348,Approved,Operations Manager
EXP-00857,TRP-0565,AST-024,2024-09-01,Fuel,Operational,Diesel fuel for Dar es Salaam-Arusha trip,103.03,Tanzania,Dar es Salaam,Cash,Total Tanzania,RCT-24537,Approved,Finance Manager
EXP-00858,TRP-0565,AST-024,2024-09-01,Tolls,Operational,Highway toll charges,12.44,Tanzania,Dar es Salaam,Cash,Highway Authority,TOLL-9841,Approved,Finance Manager
EXP-00859,TRP-0566,AST-058,2024-07-06,Fuel,Operational,Diesel fuel for Cyangugu-Kigali trip,115.98,Rwanda,Cyangugu,Company Card,Shell Rwanda,RCT-97525,Approved,Operations Manager
EXP-00860,TRP-0567,AST-097,2025-01-04,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,67.46,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-58492,Approved,Finance Manager
EXP-00861,TRP-0568,AST-088,2025-02-06,Fuel,Operational,Diesel fuel for Addis Ababa-Bahir Dar trip,64.53,Ethiopia,Addis Ababa,Company Card,Puma Energy Ethiopia,RCT-39264,Approved,Operations Manager
EXP-00862,TRP-0569,AST-089,2024-10-18,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,99.12,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-84711,Approved,Finance Manager
EXP-00863,TRP-0569,AST-089,2024-10-18,Tolls,Operational,Highway toll charges,11.6,Kenya,Nairobi,Cash,Highway Authority,TOLL-1261,Approved,Finance Manager
EXP-00864,TRP-0570,AST-096,2024-10-20,Fuel,Operational,Diesel fuel for Ruhengeri-Cyangugu trip,57.93,Rwanda,Ruhengeri,Company Card,Puma Energy Rwanda,RCT-85756,Approved,Operations Manager
EXP-00865,TRP-0571,AST-049,2024-05-12,Fuel,Operational,Diesel fuel for Kisumu-Dire Dawa trip,312.12,Kenya,Kisumu,Company Card,Kobil Kenya,RCT-41539,Approved,Operations Manager
EXP-00866,TRP-0571,AST-049,2024-05-12,Border Fees,Operational,Kenya-Ethiopia border crossing fees,73.93,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-9552,Approved,Operations Manager
EXP-00867,TRP-0572,AST-040,2024-10-28,Fuel,Operational,Diesel fuel for Kisumu-Mbarara trip,304.61,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-35682,Approved,Operations Manager
EXP-00868,TRP-0573,AST-076,2024-06-20,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,122.23,Kenya,Nakuru,Company Card,Total Kenya,RCT-32443,Approved,Finance Manager
EXP-00869,TRP-0574,AST-077,2024-02-12,Fuel,Operational,Diesel fuel for Mbeya-Eldoret trip,297.2,Tanzania,Mbeya,Company Card,Shell Tanzania,RCT-65690,Approved,Finance Manager
EXP-00870,TRP-0574,AST-077,2024-02-12,Border Fees,Operational,Tanzania-Kenya border crossing fees,57.59,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-6574,Approved,Operations Manager
EXP-00871,TRP-0575,AST-106,2024-12-23,Fuel,Operational,Diesel fuel for Kampala-Mwanza trip,151.69,Uganda,Kampala,Company Card,Puma Energy Uganda,RCT-49140,Approved,Operations Manager
EXP-00872,TRP-0575,AST-106,2024-12-23,Border Fees,Operational,Uganda-Tanzania border crossing fees,57.41,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-1800,Approved,Operations Manager
EXP-00873,TRP-0576,AST-051,2024-12-17,Fuel,Operational,Diesel fuel for Eldoret-Nakuru trip,89.0,Kenya,Eldoret,Company Card,Kobil Kenya,RCT-15067,Approved,Operations Manager
EXP-00874,TRP-0577,AST-107,2024-02-03,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,171.25,Kenya,Nakuru,Company Card,Puma Energy Kenya,RCT-76047,Approved,Operations Manager
EXP-00875,TRP-0578,AST-104,2024-02-02,Fuel,Operational,Diesel fuel for Mbeya-Jinja trip,248.82,Tanzania,Mbeya,Cash,Kobil Tanzania,RCT-49408,Approved,Finance Manager
EXP-00876,TRP-0578,AST-104,2024-02-02,Border Fees,Operational,Tanzania-Uganda border crossing fees,47.65,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-1040,Approved,Operations Manager
EXP-00877,TRP-0579,AST-094,2024-01-10,Fuel,Operational,Diesel fuel for Mbeya-Mbeya trip,31.49,Tanzania,Mbeya,Cash,Kobil Tanzania,RCT-92540,Approved,Operations Manager
EXP-00878,TRP-0579,AST-094,2024-01-10,Tolls,Operational,Highway toll charges,22.51,Tanzania,Mbeya,Cash,Highway Authority,TOLL-3263,Approved,Finance Manager
EXP-00879,TRP-0580,AST-040,2024-07-10,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,25.75,Kenya,Nakuru,Cash,Puma Energy Kenya,RCT-97775,Approved,Finance Manager
EXP-00880,TRP-0580,AST-040,2024-07-10,Tolls,Operational,Highway toll charges,7.11,Kenya,Nakuru,Cash,Highway Authority,TOLL-3184,Approved,Finance Manager
EXP-00881,TRP-0581,AST-109,2024-10-02,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,65.73,Kenya,Nairobi,Company Card,Shell Kenya,RCT-56611,Approved,Finance Manager
EXP-00882,TRP-0581,AST-109,2024-10-02,Tolls,Operational,Highway toll charges,20.1,Kenya,Nairobi,Cash,Highway Authority,TOLL-1146,Approved,Finance Manager
EXP-00883,TRP-0582,AST-012,2024-11-22,Fuel,Operational,Diesel fuel for Dodoma-Mwanza trip,143.12,Tanzania,Dodoma,Company Card,Puma Energy Tanzania,RCT-65656,Approved,Operations Manager
EXP-00884,TRP-0583,AST-047,2024-10-15,Fuel,Operational,Diesel fuel for Cyangugu-Cyangugu trip,17.65,Rwanda,Cyangugu,Cash,Shell Rwanda,RCT-40545,Approved,Finance Manager
EXP-00885,TRP-0584,AST-003,2024-06-30,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,140.77,Kenya,Kisumu,Cash,Kobil Kenya,RCT-91458,Approved,Finance Manager
EXP-00886,TRP-0585,AST-048,2024-03-28,Fuel,Operational,Diesel fuel for Eldoret-Addis Ababa trip,284.63,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-34436,Approved,Operations Manager
EXP-00887,TRP-0585,AST-048,2024-03-28,Border Fees,Operational,Kenya-Ethiopia border crossing fees,70.18,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-5818,Approved,Operations Manager
EXP-00888,TRP-0586,AST-051,2024-03-26,Fuel,Operational,Diesel fuel for Eldoret-Nairobi trip,172.76,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-11850,Approved,Finance Manager
EXP-00889,TRP-0586,AST-051,2024-03-26,Tolls,Operational,Highway toll charges,6.4,Kenya,Eldoret,Cash,Highway Authority,TOLL-5490,Approved,Finance Manager
EXP-00890,TRP-0587,AST-076,2024-02-19,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,94.62,Kenya,Nakuru,Cash,Puma Energy Kenya,RCT-46527,Approved,Finance Manager
EXP-00891,TRP-0587,AST-076,2024-02-19,Tolls,Operational,Highway toll charges,15.02,Kenya,Nakuru,Cash,Highway Authority,TOLL-5519,Approved,Finance Manager
EXP-00892,TRP-0588,AST-098,2025-01-17,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,61.29,Kenya,Kisumu,Company Card,Shell Kenya,RCT-54541,Approved,Operations Manager
EXP-00893,TRP-0588,AST-098,2025-01-17,Tolls,Operational,Highway toll charges,24.5,Kenya,Kisumu,Cash,Highway Authority,TOLL-1491,Approved,Finance Manager
EXP-00894,TRP-0589,AST-048,2024-02-22,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,18.05,Kenya,Mombasa,Cash,Kobil Kenya,RCT-47423,Approved,Finance Manager
EXP-00895,TRP-0590,AST-108,2024-10-26,Fuel,Operational,Diesel fuel for Entebbe-Kampala trip,130.21,Uganda,Entebbe,Cash,Puma Energy Uganda,RCT-69859,Approved,Operations Manager
EXP-00896,TRP-0591,AST-027,2024-01-15,Fuel,Operational,Diesel fuel for Eldoret-Mbeya trip,185.93,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-56832,Approved,Operations Manager
EXP-00897,TRP-0591,AST-027,2024-01-15,Tolls,Operational,Highway toll charges,13.56,Kenya,Eldoret,Cash,Highway Authority,TOLL-7812,Approved,Finance Manager
EXP-00898,TRP-0592,AST-088,2024-07-20,Fuel,Operational,Diesel fuel for Addis Ababa-Gondar trip,151.06,Ethiopia,Addis Ababa,Company Card,Total Ethiopia,RCT-22222,Approved,Finance Manager
EXP-00899,TRP-0592,AST-088,2024-07-20,Tolls,Operational,Highway toll charges,23.56,Ethiopia,Addis Ababa,Cash,Highway Authority,TOLL-6857,Approved,Finance Manager
EXP-00900,TRP-0593,AST-110,2024-04-10,Fuel,Operational,Diesel fuel for Entebbe-Mekele trip,153.77,Uganda,Entebbe,Cash,Total Uganda,RCT-30177,Approved,Finance Manager
EXP-00901,TRP-0593,AST-110,2024-04-10,Border Fees,Operational,Uganda-Ethiopia border crossing fees,48.14,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-3394,Approved,Operations Manager
EXP-00902,TRP-0594,AST-101,2024-12-06,Fuel,Operational,Diesel fuel for Mekele-Jinja trip,124.14,Ethiopia,Mekele,Company Card,Kobil Ethiopia,RCT-40553,Approved,Finance Manager
EXP-00903,TRP-0594,AST-101,2024-12-06,Tolls,Operational,Highway toll charges,16.01,Ethiopia,Mekele,Cash,Highway Authority,TOLL-8258,Approved,Finance Manager
EXP-00904,TRP-0594,AST-101,2024-12-06,Border Fees,Operational,Ethiopia-Uganda border crossing fees,48.25,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-6999,Approved,Operations Manager
EXP-00905,TRP-0595,AST-089,2024-04-12,Fuel,Operational,Diesel fuel for Mombasa-Ruhengeri trip,236.47,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-34753,Approved,Finance Manager
EXP-00906,TRP-0595,AST-089,2024-04-12,Border Fees,Operational,Kenya-Rwanda border crossing fees,57.79,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-6498,Approved,Operations Manager
EXP-00907,TRP-0596,AST-112,2024-09-27,Fuel,Operational,Diesel fuel for Arusha-Gisenyi trip,298.75,Tanzania,Arusha,Cash,Total Tanzania,RCT-61430,Approved,Finance Manager
EXP-00908,TRP-0596,AST-112,2024-09-27,Tolls,Operational,Highway toll charges,8.07,Tanzania,Arusha,Cash,Highway Authority,TOLL-4183,Approved,Finance Manager
EXP-00909,TRP-0596,AST-112,2024-09-27,Border Fees,Operational,Tanzania-Rwanda border crossing fees,68.27,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-8380,Approved,Operations Manager
EXP-00910,TRP-0597,AST-031,2024-07-16,Fuel,Operational,Diesel fuel for Ruhengeri-Nakuru trip,202.61,Rwanda,Ruhengeri,Cash,Kobil Rwanda,RCT-59950,Approved,Operations Manager
EXP-00911,TRP-0597,AST-031,2024-07-16,Border Fees,Operational,Rwanda-Kenya border crossing fees,48.49,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-9901,Approved,Operations Manager
EXP-00912,TRP-0598,AST-080,2024-06-23,Fuel,Operational,Diesel fuel for Cyangugu-Gisenyi trip,68.91,Rwanda,Cyangugu,Cash,Total Rwanda,RCT-23065,Approved,Operations Manager
EXP-00913,TRP-0599,AST-109,2025-02-20,Fuel,Operational,Diesel fuel for Kisumu-Eldoret trip,78.63,Kenya,Kisumu,Cash,Kobil Kenya,RCT-20597,Approved,Finance Manager
EXP-00914,TRP-0600,AST-019,2024-02-23,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,179.93,Kenya,Nairobi,Cash,Total Kenya,RCT-28592,Approved,Finance Manager
EXP-00915,TRP-0601,AST-082,2024-09-15,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,21.48,Kenya,Nakuru,Company Card,Total Kenya,RCT-61672,Approved,Operations Manager
EXP-00916,TRP-0601,AST-082,2024-09-15,Tolls,Operational,Highway toll charges,14.46,Kenya,Nakuru,Cash,Highway Authority,TOLL-9638,Approved,Finance Manager
EXP-00917,TRP-0602,AST-014,2024-02-27,Fuel,Operational,Diesel fuel for Addis Ababa-Entebbe trip,367.68,Ethiopia,Addis Ababa,Cash,Kobil Ethiopia,RCT-21228,Approved,Finance Manager
EXP-00918,TRP-0602,AST-014,2024-02-27,Border Fees,Operational,Ethiopia-Uganda border crossing fees,73.83,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-9700,Approved,Operations Manager
EXP-00919,TRP-0603,AST-084,2024-04-09,Fuel,Operational,Diesel fuel for Mbeya-Mbeya trip,15.97,Tanzania,Mbeya,Cash,Shell Tanzania,RCT-99985,Approved,Finance Manager
EXP-00920,TRP-0603,AST-084,2024-04-09,Tolls,Operational,Highway toll charges,12.6,Tanzania,Mbeya,Cash,Highway Authority,TOLL-3462,Approved,Finance Manager
EXP-00921,TRP-0604,AST-089,2024-11-03,Fuel,Operational,Diesel fuel for Nakuru-Butare trip,145.89,Kenya,Nakuru,Company Card,Shell Kenya,RCT-29923,Approved,Operations Manager
EXP-00922,TRP-0604,AST-089,2024-11-03,Border Fees,Operational,Kenya-Rwanda border crossing fees,39.0,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-9708,Approved,Operations Manager
EXP-00923,TRP-0605,AST-102,2024-08-30,Fuel,Operational,Diesel fuel for Butare-Ruhengeri trip,124.32,Rwanda,Butare,Company Card,Puma Energy Rwanda,RCT-55502,Approved,Operations Manager
EXP-00924,TRP-0605,AST-102,2024-08-30,Tolls,Operational,Highway toll charges,22.0,Rwanda,Butare,Cash,Highway Authority,TOLL-8894,Approved,Finance Manager
EXP-00925,TRP-0606,AST-018,2025-02-28,Fuel,Operational,Diesel fuel for Nairobi-Nairobi trip,26.13,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-28592,Approved,Finance Manager
EXP-00926,TRP-0607,AST-031,2024-09-30,Fuel,Operational,Diesel fuel for Ruhengeri-Ruhengeri trip,15.13,Rwanda,Ruhengeri,Company Card,Shell Rwanda,RCT-64381,Approved,Finance Manager
EXP-00927,TRP-0608,AST-047,2025-01-02,Fuel,Operational,Diesel fuel for Butare-Gulu trip,308.42,Rwanda,Butare,Company Card,Shell Rwanda,RCT-39214,Approved,Operations Manager
EXP-00928,TRP-0608,AST-047,2025-01-02,Border Fees,Operational,Rwanda-Uganda border crossing fees,39.76,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-2413,Approved,Operations Manager
EXP-00929,TRP-0609,AST-114,2024-05-19,Fuel,Operational,Diesel fuel for Gulu-Entebbe trip,111.98,Uganda,Gulu,Company Card,Shell Uganda,RCT-37489,Approved,Operations Manager
EXP-00930,TRP-0610,AST-063,2024-07-23,Fuel,Operational,Diesel fuel for Dodoma-Dodoma trip,22.38,Tanzania,Dodoma,Company Card,Kobil Tanzania,RCT-43263,Approved,Operations Manager
EXP-00931,TRP-0611,AST-112,2024-02-06,Fuel,Operational,Diesel fuel for Arusha-Arusha trip,30.32,Tanzania,Arusha,Cash,Total Tanzania,RCT-18706,Approved,Finance Manager
EXP-00932,TRP-0612,AST-017,2024-12-07,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,148.92,Kenya,Nakuru,Cash,Kobil Kenya,RCT-57320,Approved,Operations Manager
EXP-00933,TRP-0612,AST-017,2024-12-07,Tolls,Operational,Highway toll charges,21.26,Kenya,Nakuru,Cash,Highway Authority,TOLL-3618,Approved,Finance Manager
EXP-00934,TRP-0613,AST-045,2024-02-10,Fuel,Operational,Diesel fuel for Dire Dawa-Gondar trip,168.1,Ethiopia,Dire Dawa,Company Card,Puma Energy Ethiopia,RCT-82235,Approved,Finance Manager
EXP-00935,TRP-0614,AST-028,2024-06-07,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,108.01,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-84043,Approved,Finance Manager
EXP-00936,TRP-0615,AST-004,2024-05-19,Fuel,Operational,Diesel fuel for Dodoma-Ruhengeri trip,312.58,Tanzania,Dodoma,Company Card,Puma Energy Tanzania,RCT-28590,Approved,Finance Manager
EXP-00937,TRP-0615,AST-004,2024-05-19,Border Fees,Operational,Tanzania-Rwanda border crossing fees,61.25,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-7419,Approved,Operations Manager
EXP-00938,TRP-0616,AST-020,2024-02-15,Fuel,Operational,Diesel fuel for Ruhengeri-Addis Ababa trip,256.47,Rwanda,Ruhengeri,Cash,Kobil Rwanda,RCT-13538,Approved,Finance Manager
EXP-00939,TRP-0616,AST-020,2024-02-15,Border Fees,Operational,Rwanda-Ethiopia border crossing fees,62.77,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-9589,Approved,Operations Manager
EXP-00940,TRP-0617,AST-029,2024-08-13,Fuel,Operational,Diesel fuel for Eldoret-Mombasa trip,123.05,Kenya,Eldoret,Company Card,Total Kenya,RCT-37311,Approved,Finance Manager
EXP-00941,TRP-0618,AST-080,2024-04-30,Fuel,Operational,Diesel fuel for Cyangugu-Cyangugu trip,34.56,Rwanda,Cyangugu,Company Card,Kobil Rwanda,RCT-23449,Approved,Finance Manager
EXP-00942,TRP-0619,AST-058,2025-02-06,Fuel,Operational,Diesel fuel for Gisenyi-Ruhengeri trip,191.59,Rwanda,Gisenyi,Company Card,Puma Energy Rwanda,RCT-97518,Approved,Operations Manager
EXP-00943,TRP-0620,AST-076,2024-10-14,Fuel,Operational,Diesel fuel for Nairobi-Eldoret trip,95.02,Kenya,Nairobi,Cash,Shell Kenya,RCT-72173,Approved,Finance Manager
EXP-00944,TRP-0621,AST-055,2024-03-29,Fuel,Operational,Diesel fuel for Kigali-Gisenyi trip,122.47,Rwanda,Kigali,Cash,Total Rwanda,RCT-97390,Approved,Finance Manager
EXP-00945,TRP-0622,AST-107,2024-03-16,Fuel,Operational,Diesel fuel for Nairobi-Jinja trip,292.51,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-25719,Approved,Finance Manager
EXP-00946,TRP-0622,AST-107,2024-03-16,Border Fees,Operational,Kenya-Uganda border crossing fees,39.61,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-7027,Approved,Operations Manager
EXP-00947,TRP-0623,AST-088,2024-01-02,Fuel,Operational,Diesel fuel for Addis Ababa-Dar es Salaam trip,271.73,Ethiopia,Addis Ababa,Company Card,Total Ethiopia,RCT-56845,Approved,Operations Manager
EXP-00948,TRP-0623,AST-088,2024-01-02,Tolls,Operational,Highway toll charges,11.47,Ethiopia,Addis Ababa,Cash,Highway Authority,TOLL-8583,Approved,Finance Manager
EXP-00949,TRP-0623,AST-088,2024-01-02,Border Fees,Operational,Ethiopia-Tanzania border crossing fees,39.04,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-5256,Approved,Operations Manager
EXP-00950,TRP-0624,AST-049,2024-04-07,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,22.66,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-17369,Approved,Finance Manager
EXP-00951,TRP-0624,AST-049,2024-04-07,Tolls,Operational,Highway toll charges,7.34,Kenya,Mombasa,Cash,Highway Authority,TOLL-7099,Approved,Finance Manager
EXP-00952,TRP-0625,AST-080,2024-07-21,Fuel,Operational,Diesel fuel for Kigali-Gisenyi trip,59.93,Rwanda,Kigali,Cash,Total Rwanda,RCT-99912,Approved,Finance Manager
EXP-00953,TRP-0625,AST-080,2024-07-21,Tolls,Operational,Highway toll charges,19.37,Rwanda,Kigali,Cash,Highway Authority,TOLL-9485,Approved,Finance Manager
EXP-00954,TRP-0626,AST-053,2025-02-10,Fuel,Operational,Diesel fuel for Dire Dawa-Bahir Dar trip,160.27,Ethiopia,Dire Dawa,Cash,Kobil Ethiopia,RCT-12002,Approved,Operations Manager
EXP-00955,TRP-0626,AST-053,2025-02-10,Tolls,Operational,Highway toll charges,22.26,Ethiopia,Dire Dawa,Cash,Highway Authority,TOLL-5005,Approved,Finance Manager
EXP-00956,TRP-0627,AST-034,2024-07-24,Fuel,Operational,Diesel fuel for Dire Dawa-Addis Ababa trip,137.9,Ethiopia,Dire Dawa,Company Card,Puma Energy Ethiopia,RCT-12928,Approved,Operations Manager
EXP-00957,TRP-0628,AST-044,2024-03-13,Fuel,Operational,Diesel fuel for Jinja-Butare trip,113.66,Uganda,Jinja,Company Card,Shell Uganda,RCT-79253,Approved,Finance Manager
EXP-00958,TRP-0628,AST-044,2024-03-13,Tolls,Operational,Highway toll charges,13.94,Uganda,Jinja,Cash,Highway Authority,TOLL-7380,Approved,Finance Manager
EXP-00959,TRP-0629,AST-017,2025-01-01,Fuel,Operational,Diesel fuel for Eldoret-Nairobi trip,73.23,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-78767,Approved,Finance Manager
EXP-00960,TRP-0630,AST-090,2024-08-24,Fuel,Operational,Diesel fuel for Ruhengeri-Ruhengeri trip,13.29,Rwanda,Ruhengeri,Cash,Puma Energy Rwanda,RCT-61751,Approved,Finance Manager
EXP-00961,TRP-0630,AST-090,2024-08-24,Tolls,Operational,Highway toll charges,10.82,Rwanda,Ruhengeri,Cash,Highway Authority,TOLL-9006,Approved,Finance Manager
EXP-00962,TRP-0631,AST-046,2024-09-15,Fuel,Operational,Diesel fuel for Kisumu-Eldoret trip,169.68,Kenya,Kisumu,Cash,Kobil Kenya,RCT-27674,Approved,Operations Manager
EXP-00963,TRP-0631,AST-046,2024-09-15,Tolls,Operational,Highway toll charges,15.06,Kenya,Kisumu,Cash,Highway Authority,TOLL-9753,Approved,Finance Manager
EXP-00964,TRP-0632,AST-109,2024-02-14,Fuel,Operational,Diesel fuel for Nakuru-Mwanza trip,343.61,Kenya,Nakuru,Company Card,Shell Kenya,RCT-48130,Approved,Operations Manager
EXP-00965,TRP-0633,AST-027,2024-05-08,Fuel,Operational,Diesel fuel for Kisumu-Dodoma trip,262.35,Kenya,Kisumu,Cash,Total Kenya,RCT-92505,Approved,Finance Manager
EXP-00966,TRP-0633,AST-027,2024-05-08,Tolls,Operational,Highway toll charges,21.59,Kenya,Kisumu,Cash,Highway Authority,TOLL-2334,Approved,Finance Manager
EXP-00967,TRP-0633,AST-027,2024-05-08,Border Fees,Operational,Kenya-Tanzania border crossing fees,44.64,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-2541,Approved,Operations Manager
EXP-00968,TRP-0634,AST-042,2024-12-16,Fuel,Operational,Diesel fuel for Dodoma-Entebbe trip,318.05,Tanzania,Dodoma,Cash,Kobil Tanzania,RCT-84077,Approved,Operations Manager
EXP-00969,TRP-0634,AST-042,2024-12-16,Tolls,Operational,Highway toll charges,21.9,Tanzania,Dodoma,Cash,Highway Authority,TOLL-5597,Approved,Finance Manager
EXP-00970,TRP-0634,AST-042,2024-12-16,Border Fees,Operational,Tanzania-Uganda border crossing fees,58.94,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-8683,Approved,Operations Manager
EXP-00971,TRP-0635,AST-033,2024-01-06,Fuel,Operational,Diesel fuel for Gulu-Kigali trip,244.89,Uganda,Gulu,Cash,Total Uganda,RCT-49766,Approved,Operations Manager
EXP-00972,TRP-0635,AST-033,2024-01-06,Border Fees,Operational,Uganda-Rwanda border crossing fees,32.69,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-1345,Approved,Operations Manager
EXP-00973,TRP-0636,AST-003,2024-09-11,Fuel,Operational,Diesel fuel for Mombasa-Kisumu trip,121.66,Kenya,Mombasa,Cash,Total Kenya,RCT-41750,Approved,Operations Manager
EXP-00974,TRP-0636,AST-003,2024-09-11,Tolls,Operational,Highway toll charges,6.84,Kenya,Mombasa,Cash,Highway Authority,TOLL-4580,Approved,Finance Manager
EXP-00975,TRP-0637,AST-045,2024-02-06,Fuel,Operational,Diesel fuel for Gondar-Dire Dawa trip,138.18,Ethiopia,Gondar,Company Card,Puma Energy Ethiopia,RCT-86369,Approved,Finance Manager
