maintenance_id,asset_id,maintenance_date,maintenance_type,service_provider,location,odometer_reading,description,parts_replaced,labor_hours,parts_cost_usd,labor_cost_usd,total_cost_usd,next_service_km,performed_by,downtime_hours
MNT-0655,AST-116,2024-12-17,Routine Service,Auto Services Uganda,Kampala,39258,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Oil|Engine oil filter,4,101.1,157.92,259.02,50942,Hanna Khamis,7
MNT-0656,AST-116,2025-01-22,Repair,Auto Services Uganda,Kampala,10879,Repair - Suspension parts,Suspension parts,10,357.48,314.52,672.0,23313,Amina Nsengimana,14
MNT-0657,AST-116,2024-08-15,Routine Service,Auto Services Uganda,Kampala,45303,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Engine oil filter|Oil,5,91.49,193.55,285.04,57567,David Nsengimana,6
MNT-0658,AST-116,2024-05-13,Routine Service,Auto Services Uganda,Kampala,29046,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Oil,3,168.73,127.21,295.94,43179,Elizabeth Hamisi,4
MNT-0659,AST-117,2024-08-22,Routine Service,Auto Services Rwanda,Butare,52864,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Fuel filter,2,167.69,62.48,230.17,66785,Ibrahim Wanjiru,3
MNT-0660,AST-117,2024-01-27,Repair,Auto Services Rwanda,Butare,65619,"Repair - Suspension parts, Alternator",Suspension parts|Alternator|Brake pads,6,355.38,272.43,627.81,76240,Hassan Ochieng,7
MNT-0661,AST-117,2024-04-15,Routine Service,Auto Services Rwanda,Butare,62199,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter|Fuel filter,2,199.21,86.62,285.83,74270,Faith Wanjiru,6
MNT-0662,AST-118,2025-02-17,Emergency Repair,Auto Services Uganda,Kampala,41942,"Emergency Repair - Fan belt, Fuel pump",Fan belt|Fuel pump,9,323.46,420.75,744.22,52966,Christine Nakato,12
MNT-0663,AST-118,2024-11-05,Routine Service,Auto Services Uganda,Kampala,49652,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Spark plugs|Engine oil filter,4,146.65,136.72,283.37,59744,Aisha Mukamana,7
MNT-0664,AST-118,2025-02-12,Emergency Repair,Auto Services Uganda,Kampala,58660,"Emergency Repair - Water pump, Radiator hose",Water pump|Radiator hose,7,453.68,314.3,767.98,72524,Solomon Wasswa,8
MNT-0665,AST-118,2025-01-10,Routine Service,Auto Services Uganda,Kampala,57845,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Spark plugs,4,123.31,175.63,298.93,72646,Sarah Musoke,8
MNT-0666,AST-119,2024-11-18,Repair,Auto Services Ethiopia,Mekele,159873,"Repair - Brake pads, Alternator",Brake pads|Alternator|Radiator,10,496.23,488.71,984.94,173696,Tigist Mukamazimpaka,14
MNT-0667,AST-119,2024-06-20,Routine Service,Auto Services Ethiopia,Mekele,168043,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Engine oil filter,4,195.9,125.2,321.1,182479,Halima Abebe,5
MNT-0668,AST-119,2024-02-09,Repair,Auto Services Ethiopia,Mekele,137366,"Repair - Alternator, Battery",Alternator|Battery,5,387.84,204.9,592.73,148798,Claude Wanjiru,6
MNT-0669,AST-119,2024-07-12,Repair,Auto Services Ethiopia,Mekele,174649,"Repair - Alternator, Suspension parts",Alternator|Suspension parts,6,523.74,263.56,787.3,188936,Claude Akinyi,7
MNT-0670,AST-119,2024-10-09,Routine Service,Auto Services Ethiopia,Mekele,135396,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Fuel filter,4,152.46,140.34,292.8,149316,Emmanuel Nsengimana,5
MNT-0671,AST-119,2024-07-27,Routine Service,Auto Services Ethiopia,Mekele,151390,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Oil|Air filter,5,130.88,172.7,303.58,161725,Emmanuel Nakato,7
MNT-0672,AST-119,2024-06-10,Routine Service,Auto Services Ethiopia,Mekele,152271,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Air filter|Spark plugs,5,180.5,172.49,352.98,165370,Sara Bakari,7
MNT-0673,AST-119,2024-06-10,Routine Service,Auto Services Ethiopia,Mekele,142828,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,5,198.36,210.03,408.39,153575,Dawit Mwangi,9
MNT-0674,AST-120,2024-02-17,Routine Service,Auto Services Kenya,Eldoret,109753,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,2,138.34,80.08,218.42,122486,Meseret Desta,6
MNT-0675,AST-120,2024-09-12,Emergency Repair,Auto Services Kenya,Eldoret,87827,Emergency Repair - Radiator hose,Radiator hose,9,390.35,304.97,695.32,100134,Hanna Worku,13
MNT-0676,AST-120,2024-02-10,Emergency Repair,Auto Services Kenya,Eldoret,114074,Emergency Repair - Water pump,Water pump,11,780.59,353.02,1133.61,128956,Zainab Hamisi,12
